easy_problems_solved,medium_problems_solved,hard_problems_solved,easy_problems_given,medium_problems_given,hard_problems_given,total_problems_given,total_problems_solved,next_easy,next_medium,next_hard
8,8,7,25,10,13,48,23,4,19,5
20,23,7,21,23,7,51,50,1,40,2
20,19,5,27,23,13,63,44,1,35,6
5,8,8,13,16,13,42,21,4,20,5
11,11,4,23,17,6,46,26,3,23,5
5,10,1,16,12,6,34,16,4,22,9
5,6,1,22,19,8,49,12,4,17,9
13,11,1,25,15,7,47,25,3,24,8
8,6,2,23,10,5,38,16,4,16,7
4,2,12,10,22,15,47,18,3,11,2
24,9,7,25,10,13,48,40,1,20,5
4,11,4,11,21,8,40,19,4,24,5
11,10,5,19,15,5,39,26,2,22,2
9,5,0,27,24,5,56,14,4,15,10
3,15,1,22,16,6,44,19,5,29,8
0,15,2,29,15,13,57,17,6,29,9
16,13,4,27,19,11,57,33,2,26,6
5,9,5,13,12,10,35,19,4,21,6
7,20,7,27,25,13,65,34,4,36,5
1,10,6,15,18,7,40,17,6,22,2
10,3,7,25,19,9,53,20,3,12,3
2,1,4,14,24,8,46,7,5,9,6
22,7,12,23,12,14,49,41,1,18,2
2,4,1,20,21,8,49,7,5,14,9
5,9,2,17,13,12,42,16,4,20,9
19,13,3,26,13,11,50,35,1,26,8
16,3,4,25,17,7,49,23,2,13,5
7,0,4,20,23,7,50,11,4,8,5
7,18,6,12,23,13,48,31,3,33,6
2,0,9,16,18,10,44,11,5,8,2
10,6,5,11,18,9,38,21,1,17,5
8,13,12,12,18,15,45,33,2,26,2
7,14,1,20,16,15,51,22,4,28,10
4,0,4,10,14,7,31,8,4,8,5
3,8,2,23,10,11,44,13,5,19,8
2,3,0,16,11,7,34,5,5,12,10
20,6,7,30,20,13,63,33,2,17,5
6,6,0,11,22,12,45,12,3,17,10
15,1,4,26,23,10,59,20,2,9,6
0,8,0,17,21,6,44,8,6,19,10
13,1,8,25,16,12,53,22,3,9,4
26,8,4,30,13,5,48,38,1,19,4
24,9,4,24,21,5,50,37,1,20,3
19,10,7,23,11,12,46,36,1,22,4
22,16,2,25,23,5,53,40,1,31,7
3,13,0,17,17,8,42,16,5,26,10
15,21,0,23,24,6,53,36,2,37,10
9,8,4,14,20,7,41,21,2,20,5
17,2,4,26,10,6,42,23,2,10,4
0,1,4,15,12,10,37,5,6,10,7
13,9,5,16,13,7,36,27,1,21,4
25,4,13,30,13,13,56,42,1,14,2
7,12,6,24,16,13,53,25,4,25,6
4,16,1,17,25,11,53,21,5,31,9
16,1,0,19,11,13,43,17,1,10,10
6,18,2,21,18,5,44,26,4,33,7
14,12,7,19,14,11,44,33,2,24,4
10,13,0,15,22,8,45,23,2,26,10
0,23,0,11,25,5,41,23,6,41,10
14,18,1,21,22,10,53,33,2,33,9
8,9,0,18,13,11,42,17,3,21,10
17,9,4,27,21,11,59,30,2,21,6
14,6,2,21,14,8,43,22,2,16,7
3,5,11,20,24,11,55,19,5,15,2
8,9,9,13,17,9,39,26,2,21,2
8,12,4,12,19,5,36,24,2,24,3
5,12,0,13,14,6,33,17,4,25,10
6,2,6,10,24,14,48,14,2,11,6
10,12,1,19,15,5,39,23,3,25,9
6,1,2,25,15,12,52,9,4,10,9
0,6,7,13,17,11,41,13,6,17,4
1,14,2,14,18,5,37,17,5,28,7
13,11,11,13,12,12,37,35,1,24,2
6,1,11,12,10,15,37,18,3,9,4
8,2,0,30,12,8,50,10,4,11,10
12,1,5,12,11,6,29,18,1,10,3
14,15,12,22,16,14,52,41,2,29,2
6,17,2,21,20,9,50,25,4,32,8
9,10,11,12,12,15,39,30,2,22,3
20,12,2,26,23,6,55,34,2,25,8
7,9,14,17,20,14,51,30,3,20,2
15,10,4,26,11,5,42,29,2,22,4
24,13,1,29,16,13,58,38,1,27,10
19,9,5,30,18,13,61,33,2,21,7
16,7,5,20,20,9,49,28,1,18,5
16,9,5,21,10,6,37,30,2,21,2
11,10,10,21,16,13,50,31,3,22,3
22,9,10,22,17,11,50,41,1,21,2
22,10,5,23,11,5,39,37,1,22,2
17,11,0,23,16,7,46,28,2,23,10
8,6,6,26,17,8,51,20,4,16,3
0,16,5,10,18,8,36,21,6,30,4
0,9,6,20,19,14,53,15,6,21,6
13,15,13,28,22,15,65,41,3,29,2
12,13,0,12,21,7,40,25,1,27,10
17,10,4,21,16,5,42,31,1,22,3
10,8,11,26,15,11,52,29,3,19,2
4,11,0,27,22,8,57,15,5,24,10
12,10,12,19,12,15,46,34,2,22,3
1,8,8,11,24,11,46,17,5,19,4
2,12,2,10,17,11,38,16,4,25,9
1,14,2,21,14,5,40,17,5,27,6
1,14,15,30,16,15,61,30,5,27,2
22,11,6,23,15,7,45,39,1,23,3
18,17,8,20,23,12,55,43,1,32,4
24,0,5,26,13,12,51,29,1,8,6
15,6,3,20,10,10,40,24,1,16,7
13,13,3,18,21,11,50,29,2,26,8
10,7,10,20,14,14,48,27,3,18,3
17,0,8,26,11,14,51,25,2,8,4
1,0,10,23,17,13,53,11,6,8,3
13,14,3,24,21,15,60,30,3,28,8
2,7,7,20,19,9,48,16,5,18,3
16,8,6,22,23,11,56,30,1,19,5
22,5,2,27,10,14,51,29,1,15,8
8,11,2,10,20,6,36,21,1,23,7
21,10,2,23,20,10,53,33,1,22,8
5,19,1,12,21,6,39,25,3,34,8
1,8,2,13,22,5,40,11,5,19,7
7,4,6,10,18,6,34,17,2,13,2
2,17,6,12,22,7,41,25,5,32,3
12,16,0,27,16,11,54,28,3,30,10
10,10,2,29,22,13,64,22,4,22,9
20,9,2,21,21,8,50,31,1,20,8
2,8,8,10,22,13,45,18,5,20,4
9,0,6,25,20,8,53,15,4,8,3
10,17,4,22,20,6,48,31,3,32,4
25,8,5,29,17,12,58,38,1,19,6
6,8,1,10,14,11,35,15,3,19,10
3,17,11,15,17,14,46,31,5,32,2
3,9,5,12,18,5,35,17,4,21,2
16,16,5,26,25,8,59,37,2,30,5
1,10,8,18,11,13,42,19,6,22,4
5,17,7,18,20,13,51,29,4,32,5
16,7,2,25,17,15,57,25,2,18,9
0,0,12,17,17,13,47,12,6,8,2
5,3,0,25,12,9,46,8,4,12,10
2,8,7,15,12,7,34,17,5,20,2
3,1,3,13,25,15,53,7,4,9,8
5,3,2,17,21,6,44,10,4,12,7
6,15,8,22,17,13,52,29,4,29,4
16,1,6,17,15,11,43,23,1,9,5
21,16,12,23,20,13,56,49,1,30,2
11,4,11,26,25,15,66,26,3,14,3
13,5,7,14,15,9,38,25,1,15,3
2,13,8,16,17,9,42,23,5,26,2
20,7,4,27,15,14,56,31,1,18,8
12,5,12,17,20,15,52,29,2,15,3
11,11,1,11,15,12,38,23,1,24,9
22,4,8,30,17,9,56,34,2,14,2
7,10,4,20,13,10,43,21,4,22,6
27,11,6,29,13,14,56,44,1,23,6
5,7,5,26,20,10,56,17,5,18,5
11,1,3,26,13,9,48,15,3,9,7
6,10,9,15,21,15,51,25,4,22,4
17,7,6,24,22,9,55,30,2,18,4
19,10,3,27,13,15,55,32,2,22,8
13,14,2,27,14,14,55,29,3,28,9
1,5,4,13,23,11,47,10,6,15,7
8,0,12,24,23,12,59,20,4,8,2
22,9,1,29,11,12,52,32,1,20,9
14,17,8,28,17,11,56,39,3,31,3
13,9,3,21,12,7,40,25,2,20,6
16,13,0,18,17,11,46,29,1,27,10
13,9,11,13,22,12,47,33,1,21,2
9,18,1,26,18,10,54,28,4,33,9
4,2,11,24,23,11,58,17,5,11,2
10,14,3,30,15,5,50,27,4,27,5
9,17,4,25,23,12,60,30,3,32,7
25,7,4,26,17,12,55,36,1,18,7
14,16,6,15,23,11,49,36,1,31,5
5,3,4,28,19,15,62,12,5,13,7
7,13,4,10,15,6,31,24,2,26,4
1,8,12,12,14,15,41,21,5,19,2
15,1,0,16,11,7,34,16,1,9,10
10,5,12,11,18,13,42,27,1,15,2
11,9,4,24,16,9,49,24,3,20,6
16,3,1,24,24,5,53,20,2,12,8
23,9,9,25,25,10,60,41,1,20,2
14,11,12,15,21,15,51,37,1,23,2
10,15,2,25,23,7,55,27,3,29,7
0,3,3,19,15,9,43,6,6,13,7
15,5,4,18,21,14,53,24,1,15,8
5,2,6,12,23,15,50,13,3,11,6
19,10,12,23,15,13,51,41,1,22,2
5,19,5,18,22,10,50,29,4,34,6
16,20,4,22,23,6,51,40,1,36,4
22,5,4,26,22,6,54,31,1,15,5
10,4,5,15,12,5,32,19,2,13,2
3,5,0,24,23,13,60,8,5,15,10
16,9,5,22,10,5,37,30,1,20,2
9,6,0,17,11,5,33,15,3,16,10
11,5,6,28,15,14,57,22,3,15,6
0,1,1,18,24,6,48,2,6,10,8
20,2,6,26,11,6,43,28,1,11,2
7,10,9,10,14,11,35,26,2,22,3
6,21,4,11,21,5,37,31,3,37,3
12,14,11,18,17,14,49,37,2,27,2
8,12,4,24,23,6,53,24,4,25,4
0,6,2,11,10,15,36,8,6,16,9
11,0,10,12,18,10,40,21,1,8,2
0,9,9,17,16,9,42,18,6,21,2
4,12,0,14,16,6,36,16,4,25,10
10,14,0,15,15,13,43,24,2,28,10
10,11,1,17,12,7,36,22,2,23,9
20,0,10,23,10,15,48,30,1,8,4
30,16,3,30,17,13,60,49,1,30,7
13,2,7,24,21,9,54,22,3,10,3
16,8,3,25,22,7,54,27,2,19,6
22,6,0,27,12,7,46,28,1,16,10
30,21,6,30,25,12,67,57,1,38,5
4,10,10,13,14,12,39,24,4,22,2
20,12,0,30,14,12,56,32,2,24,10
7,5,4,27,17,8,52,16,4,15,6
4,6,11,18,16,15,49,21,4,16,3
13,22,4,28,22,8,58,39,3,39,5
27,2,0,27,22,14,63,29,1,11,10
15,11,6,29,19,6,54,32,3,23,2
17,0,5,30,14,8,52,22,3,8,5
19,18,5,19,25,6,50,42,1,33,3
5,1,3,15,10,6,31,9,4,10,6
16,8,2,22,11,5,38,26,2,19,7
2,3,10,11,10,12,33,15,5,12,2
7,10,3,11,21,11,43,20,2,22,7
5,22,0,10,25,8,43,27,3,39,10
11,8,3,13,24,7,44,22,1,19,6
10,15,4,17,15,6,38,29,2,29,5
4,8,8,11,21,10,42,20,4,20,3
22,2,4,29,14,6,49,28,1,11,4
15,11,13,22,22,15,59,39,2,23,2
17,9,10,17,23,10,50,36,1,20,2
9,3,14,23,10,15,48,26,4,12,2
10,7,3,20,17,11,48,20,3,18,7
16,1,4,30,10,15,55,21,3,9,7
6,10,4,17,14,13,44,20,4,22,7
0,9,10,10,13,11,34,19,6,21,2
8,1,9,14,24,14,52,18,2,9,4
19,12,1,27,19,5,51,32,2,25,8
7,6,2,11,17,8,36,15,2,17,8
15,1,2,24,19,8,51,18,2,10,8
0,18,3,12,24,5,41,21,6,33,5
13,9,4,19,16,7,42,26,2,21,5
17,9,3,28,21,13,62,29,2,21,8
8,6,13,15,16,15,46,27,3,16,2
3,13,9,15,16,10,41,25,5,26,2
11,11,2,28,12,8,48,24,3,23,8
20,6,3,24,18,8,50,29,1,16,7
11,19,1,16,24,9,49,31,2,35,9
22,5,13,29,23,15,67,40,1,15,2
15,11,0,27,19,14,60,26,2,23,10
14,4,2,29,11,15,55,20,3,13,9
4,5,0,16,22,5,43,9,5,15,10
7,5,4,25,19,8,52,16,4,15,5
5,11,3,18,13,10,41,19,4,23,7
1,3,7,28,16,9,53,11,6,12,3
5,9,7,21,24,8,53,21,4,20,3
8,0,4,17,11,9,37,12,3,8,6
3,7,3,11,14,11,36,13,4,18,7
8,13,0,18,16,8,42,21,3,27,10
4,5,4,11,18,9,38,13,4,15,6
2,13,14,23,15,15,53,29,5,26,2
3,11,3,10,12,6,28,17,4,24,6
5,9,0,30,12,5,47,14,5,21,10
4,13,1,18,15,15,48,18,5,27,9
0,1,2,19,18,13,50,3,6,9,8
8,12,7,25,20,8,53,27,4,24,2
16,4,14,30,12,14,56,34,3,14,2
4,12,6,17,16,12,45,22,4,25,6
5,3,5,12,19,13,44,13,3,12,6
2,19,13,22,23,14,59,34,5,34,2
16,8,1,22,13,13,48,25,1,19,10
3,10,11,16,19,11,46,24,5,22,2
25,9,4,27,20,10,57,38,1,20,6
19,3,1,21,16,11,48,23,1,13,9
10,12,8,28,19,8,55,30,4,25,2
3,19,2,27,19,7,53,24,5,34,7
11,8,10,14,19,10,43,29,2,19,2
17,0,9,29,14,10,53,26,2,8,2
13,0,8,25,24,11,60,21,3,8,4
6,7,3,10,25,14,49,16,3,18,8
11,3,0,21,11,6,38,14,3,12,10
16,17,3,22,20,13,55,36,2,32,8
12,20,4,21,22,8,51,36,2,36,6
5,2,9,23,19,14,56,16,4,10,4
4,0,13,20,25,14,59,17,5,8,2
2,4,8,21,14,12,47,14,5,13,4
0,4,6,14,11,11,36,10,6,14,5
16,23,7,20,25,7,52,46,1,40,2
1,7,4,20,11,14,45,12,6,18,7
20,8,7,25,16,8,49,35,1,19,2
7,11,8,20,11,11,42,26,4,23,4
8,8,4,25,22,12,59,20,4,19,7
1,4,3,13,10,5,28,8,5,14,5
26,4,0,30,11,10,51,30,1,14,10
4,21,5,29,22,5,56,30,5,37,2
25,21,4,26,21,11,58,50,1,37,6
8,10,1,30,10,9,49,19,4,22,9
19,20,0,25,25,5,55,39,1,36,10
21,1,4,22,24,10,56,26,1,10,7
18,4,10,19,14,14,47,32,1,14,4
3,0,2,14,24,5,43,5,5,8,7
16,13,5,20,24,5,49,34,1,26,2
8,4,1,29,12,12,53,13,4,14,10
6,10,8,25,19,9,53,24,4,22,2
0,14,7,13,20,12,45,21,6,27,5
7,12,1,14,23,7,44,20,3,24,9
22,8,0,23,21,13,57,30,1,19,10
12,11,1,12,14,5,31,24,1,23,8
13,11,6,20,24,7,51,30,2,24,3
9,10,1,20,17,13,50,20,3,22,9
21,13,5,29,15,12,56,39,2,26,6
6,1,10,12,11,14,37,17,3,9,3
18,2,9,21,20,12,53,29,1,11,4
21,17,4,29,17,8,54,42,2,32,6
1,2,5,29,11,9,49,8,6,11,5
11,5,9,23,11,14,48,25,3,15,4
11,7,3,25,21,11,57,21,3,18,8
13,16,2,24,17,14,55,31,3,31,9
18,1,6,20,12,11,43,25,1,10,5
3,15,11,30,25,13,68,29,5,29,2
1,22,13,15,24,13,52,36,5,39,2
14,6,0,18,24,5,47,20,1,16,10
6,16,2,27,20,8,55,24,4,31,7
22,10,5,27,10,7,44,37,1,22,4
10,16,5,18,19,9,46,31,3,31,5
15,0,7,27,22,9,58,22,3,8,3
1,11,7,10,22,13,45,19,5,24,5
22,11,6,26,13,6,45,39,1,23,2
8,0,6,25,18,9,52,14,4,8,4
10,8,0,23,12,6,41,18,3,19,10
17,10,7,18,15,10,43,34,1,22,4
8,8,2,11,16,5,32,18,2,20,6
2,3,2,18,20,12,50,7,5,12,9
11,6,8,13,13,10,36,25,1,16,3
22,3,2,26,17,6,49,27,1,12,7
5,9,8,26,23,12,61,22,4,20,4
3,14,3,14,15,8,37,20,5,27,7
3,19,9,27,22,11,60,31,5,34,3
10,21,11,22,22,12,56,42,3,38,2
5,12,3,22,12,5,39,20,5,25,5
9,0,5,18,13,11,42,14,3,8,6
6,4,5,10,23,11,44,15,3,14,5
1,11,1,10,21,6,37,13,5,24,9
6,2,2,15,11,6,32,10,4,11,8
4,8,2,30,11,15,56,14,5,19,9
11,0,2,30,18,7,55,13,4,8,7
16,20,3,23,20,5,48,39,2,36,5
4,6,6,25,18,6,49,16,5,16,2
3,2,1,12,10,10,32,6,4,11,9
19,10,4,26,10,5,41,33,2,22,3
17,10,0,23,12,8,43,27,1,22,10
12,12,1,28,23,5,56,25,3,25,8
10,7,3,19,21,10,50,20,3,17,8
6,11,0,15,13,9,37,17,3,24,10
21,4,0,21,20,7,48,25,1,13,10
25,15,1,28,15,14,57,41,1,29,10
3,12,0,12,21,5,38,15,4,25,10
15,4,12,18,15,15,48,31,1,14,2
28,15,6,30,16,6,52,49,1,29,2
5,2,8,19,17,9,45,15,4,11,2
5,12,15,21,15,15,51,32,4,25,2
0,9,7,12,21,9,42,16,6,21,3
3,15,5,19,16,15,50,23,5,29,7
14,5,3,14,10,11,35,22,1,15,8
2,18,6,27,24,13,64,26,5,33,6
6,3,0,11,24,7,42,9,3,12,10
14,10,3,16,12,5,33,27,1,22,5
10,9,10,30,24,12,66,29,4,21,2
5,21,2,15,24,6,45,28,4,38,8
5,12,1,25,16,5,46,18,5,25,8
8,0,0,19,11,13,43,8,3,8,10
6,5,14,15,10,15,40,25,3,15,2
2,0,6,11,23,6,40,8,5,8,2
6,7,2,10,17,10,37,15,2,18,8
22,22,4,24,22,8,54,48,1,39,6
11,23,1,18,24,7,49,35,2,40,9
6,4,9,12,15,12,39,19,3,13,3
28,0,10,29,18,15,62,38,1,8,4
11,8,3,15,15,10,40,22,1,19,7
14,10,0,17,21,14,52,24,1,22,10
16,16,1,27,20,6,53,33,2,30,9
6,2,2,10,16,5,31,10,2,11,6
4,8,5,17,20,6,43,17,4,19,2
23,0,1,27,13,12,52,24,1,8,9
3,2,11,13,12,12,37,16,4,11,2
5,14,8,10,15,14,39,27,3,28,5
17,12,1,30,16,10,56,30,2,25,9
21,4,2,24,13,7,44,27,1,13,7
15,2,11,23,24,12,59,28,2,11,2
6,2,1,24,22,5,51,9,4,11,9
18,2,1,27,10,6,43,21,2,10,9
17,7,2,26,24,9,59,26,2,18,8
13,0,1,22,10,9,41,14,3,8,9
7,3,3,13,11,5,29,13,3,12,5
29,2,4,30,20,8,58,35,1,11,5
15,6,13,20,21,14,55,34,1,16,2
4,17,6,16,19,9,44,27,5,31,4
29,4,5,29,20,9,58,38,1,13,5
4,1,6,16,14,7,37,11,4,10,3
10,16,5,20,16,12,48,31,3,30,6
2,10,9,16,18,15,49,21,5,22,4
11,17,12,15,18,13,46,40,2,32,2
2,10,5,21,17,5,43,17,5,22,2
5,0,6,11,11,6,28,11,3,8,2
14,0,15,25,18,15,58,29,2,8,2
3,14,4,27,18,14,59,21,5,27,8
16,11,6,28,23,9,60,33,2,24,4
0,16,2,30,19,10,59,18,6,30,8
3,19,8,12,22,15,49,30,5,35,5
10,1,6,29,23,15,67,17,4,9,6
3,5,3,16,25,8,49,11,5,15,7
3,7,3,25,11,11,47,13,5,18,7
9,13,3,11,14,14,39,25,1,26,8
7,3,9,29,11,15,55,19,4,12,5
2,7,7,15,17,14,46,16,5,18,6
9,12,1,10,12,10,32,22,1,25,9
5,16,1,10,17,11,38,22,3,30,9
0,19,8,11,25,11,47,27,6,34,3
12,6,0,28,15,5,48,18,3,17,10
10,8,5,29,14,11,54,23,4,19,6
0,19,5,12,25,10,47,24,6,34,6
1,17,0,19,19,6,44,18,5,31,10
8,8,5,24,17,14,55,21,4,20,7
17,11,3,28,18,12,58,31,2,23,8
13,1,2,26,11,13,50,16,3,10,9
9,0,3,19,25,6,50,12,3,8,6
22,15,6,23,17,7,47,43,1,29,2
5,14,11,10,23,15,48,30,3,27,3
14,10,9,16,22,10,48,33,1,22,2
13,10,6,20,23,12,55,29,2,22,6
18,0,9,28,11,10,49,27,2,8,2
2,16,9,22,18,9,49,27,5,30,2
16,0,6,24,19,13,56,22,2,8,6
4,5,6,20,23,13,56,15,5,15,5
4,18,1,11,21,5,37,23,4,34,8
21,12,3,22,23,15,60,36,1,25,8
10,8,2,17,12,6,35,20,3,19,7
7,9,9,27,23,10,60,25,4,21,2
6,16,0,10,19,8,37,22,2,30,10
9,5,3,10,25,6,41,17,1,15,5
1,5,6,23,11,14,48,12,6,15,6
15,10,6,29,14,7,50,31,3,22,2
17,5,1,18,14,7,39,23,1,15,9
13,15,0,14,19,9,42,28,1,29,10
12,24,2,23,25,10,58,38,3,41,9
4,2,5,17,17,5,39,11,5,10,2
2,8,1,25,11,13,49,11,5,19,9
17,15,6,28,21,13,62,38,2,29,5
1,5,2,22,19,8,49,8,5,15,8
15,17,0,20,18,7,45,32,2,32,10
7,9,8,21,23,8,52,24,4,21,2
4,13,1,16,16,8,40,18,4,26,9
8,6,2,17,15,9,41,16,3,16,8
2,9,8,19,11,8,38,19,5,21,2
3,5,8,22,12,12,46,16,5,15,4
6,3,1,29,12,11,52,10,4,12,9
8,16,5,16,19,5,40,29,3,31,2
2,9,4,12,14,5,31,15,5,21,3
19,8,9,23,13,12,48,36,1,19,4
1,6,4,14,22,15,51,11,5,16,7
6,11,4,29,18,9,56,21,5,23,6
3,3,5,23,15,10,48,11,5,13,6
9,0,8,17,20,14,51,17,3,8,5
15,21,4,16,22,6,44,40,1,38,4
2,13,3,12,22,9,43,18,5,26,7
19,15,7,24,15,11,50,41,1,29,4
8,11,8,20,15,13,48,27,4,24,5
6,5,2,13,10,7,30,13,3,15,7
24,15,13,27,20,14,61,52,1,29,2
8,3,2,21,14,12,47,13,4,12,9
22,13,10,24,24,11,59,45,1,26,2
19,11,11,23,19,14,56,41,1,24,2
16,5,5,28,10,11,49,26,2,15,6
14,14,4,18,17,9,44,32,1,28,6
8,6,0,17,24,5,46,14,3,17,10
4,10,2,28,16,7,51,16,5,22,8
8,7,5,11,20,10,41,20,2,18,6
8,0,1,20,20,7,47,9,4,8,9
23,5,1,29,14,5,48,29,1,15,8
23,5,4,28,24,11,63,32,1,15,7
14,9,1,29,11,11,51,24,3,21,9
26,25,2,30,25,12,67,53,1,43,9
18,19,1,20,25,15,60,38,1,35,10
3,16,13,28,17,15,60,32,5,30,2
9,9,9,18,18,13,49,27,3,20,3
22,11,0,22,12,8,42,33,1,23,10
12,9,3,18,14,5,37,24,2,20,5
6,6,3,14,11,7,32,15,4,17,6
28,8,6,28,11,7,46,42,1,19,2
15,2,0,15,10,5,30,17,1,11,10
4,15,2,18,23,12,53,21,5,29,8
4,10,2,24,18,10,52,16,5,22,8
7,2,11,14,12,12,38,20,3,11,2
5,14,2,10,22,14,46,21,3,28,9
29,7,6,29,18,11,58,42,1,18,5
3,16,10,21,22,13,56,29,5,31,3
3,2,9,13,17,12,42,14,4,11,3
13,9,11,15,23,13,51,33,1,21,2
13,11,6,29,13,6,48,30,3,23,2
4,6,14,29,10,14,53,24,5,16,2
0,3,4,20,20,5,45,7,6,13,3
0,10,1,26,11,7,44,11,6,22,9
1,16,13,23,21,15,59,30,5,30,2
10,0,13,15,24,14,53,23,2,8,2
10,1,0,11,14,8,33,11,1,10,10
19,11,4,19,15,13,47,34,1,24,7
1,8,4,28,13,7,48,13,6,19,5
6,0,6,25,17,8,50,12,5,8,4
5,0,2,19,16,8,43,7,4,8,8
2,1,7,11,11,7,29,10,5,10,2
3,21,9,21,25,15,61,33,5,37,4
13,13,0,20,18,6,44,26,2,26,10
4,4,8,13,22,8,43,16,4,13,2
16,5,5,18,13,14,45,26,1,15,7
19,23,12,19,25,13,57,54,1,40,2
10,13,3,18,13,13,44,26,3,26,8
12,9,11,30,11,12,53,32,4,20,2
9,14,0,28,21,9,58,23,4,27,10
23,24,13,28,25,15,68,60,1,42,2
18,17,5,24,22,7,53,40,1,32,4
1,21,1,15,21,9,45,23,5,37,9
16,19,5,18,24,5,47,40,1,34,2
18,15,8,26,19,9,54,41,2,29,2
14,9,1,17,12,5,34,24,1,20,8
1,3,11,15,23,12,50,15,5,12,2
1,3,14,27,18,15,60,18,5,12,2
8,1,6,18,10,13,41,15,3,10,6
17,9,0,20,21,9,50,26,1,21,10
5,5,2,13,16,9,38,12,3,15,8
11,17,9,14,19,14,47,37,1,32,4
25,8,1,25,12,14,51,34,1,19,10
8,10,1,12,17,11,40,19,2,22,9
2,6,1,27,14,6,47,9,6,17,8
3,8,5,19,23,6,48,16,5,19,3
7,11,6,30,18,7,55,24,4,23,2
23,3,5,28,10,5,43,31,1,12,2
4,4,2,19,18,11,48,10,4,13,9
7,1,11,18,19,12,49,19,4,9,2
2,8,3,13,12,5,30,13,5,19,5
23,2,0,24,10,13,47,25,1,11,10
7,17,2,29,22,15,66,26,4,32,9
22,8,8,25,18,12,55,38,1,20,3
10,11,11,14,13,12,39,32,2,23,2
5,11,2,14,19,5,38,18,4,24,7
15,8,4,22,21,13,56,27,2,19,7
1,0,6,21,10,10,41,7,6,8,5
7,4,1,10,20,6,36,12,2,14,9
21,17,5,29,23,11,63,43,2,32,6
18,12,13,19,19,15,53,43,1,25,2
8,8,10,30,11,15,56,26,4,19,4
10,3,4,13,15,7,35,17,1,12,5
15,10,2,19,16,7,42,27,1,22,8
20,12,6,20,12,11,43,38,1,24,5
18,4,6,28,22,7,57,28,2,14,3
6,1,8,13,23,14,50,15,3,9,4
0,12,1,27,17,13,57,13,6,25,9
1,6,10,16,11,10,37,17,6,16,2
7,4,8,14,15,13,42,19,3,13,4
22,12,1,28,17,14,59,35,1,25,9
7,8,2,28,22,15,65,17,4,20,8
18,7,6,19,12,7,38,31,1,17,2
11,13,1,19,15,13,47,25,2,26,9
3,18,5,20,20,14,54,26,5,33,7
13,9,2,17,24,11,52,24,1,21,8
15,1,4,16,12,5,33,20,1,9,4
10,15,14,16,15,14,45,39,2,29,2
2,7,1,30,14,5,49,10,5,18,9
2,3,4,11,16,15,42,9,5,12,8
17,6,4,22,25,5,52,27,1,16,4
8,4,8,12,21,13,46,20,2,14,5
6,3,5,10,17,10,37,14,2,12,5
9,14,4,13,20,8,41,27,2,27,6
25,0,4,30,13,12,55,29,1,8,7
21,4,3,30,20,10,60,28,2,14,7
9,13,3,11,22,11,44,25,1,26,7
13,21,11,27,23,14,64,45,3,37,3
4,11,5,28,13,7,48,20,5,23,4
4,11,14,11,22,14,47,29,4,24,2
10,13,3,17,23,14,54,26,2,26,8
0,15,5,18,24,14,56,20,6,29,6
0,5,9,12,10,14,36,14,6,15,4
8,12,9,28,23,10,61,29,4,25,2
16,16,2,30,16,7,53,34,3,31,8
11,8,0,25,12,7,44,19,3,19,10
11,3,12,16,21,14,51,26,2,12,2
7,15,6,30,16,10,56,28,5,29,4
12,12,7,19,18,8,45,31,2,24,2
2,11,8,10,25,15,50,21,5,24,5
8,13,6,11,21,14,46,27,2,27,6
6,6,12,24,11,14,49,24,4,17,2
14,3,7,27,11,15,53,24,3,12,6
5,13,3,23,13,5,41,21,5,26,5
18,20,13,19,25,15,59,51,1,36,2
14,16,4,17,20,6,43,34,1,30,5
1,5,7,12,10,11,33,13,5,15,5
7,9,2,14,12,15,41,18,3,21,9
12,8,6,26,18,10,54,26,3,19,4
15,10,6,15,13,13,41,31,1,22,5
23,2,10,27,25,13,65,35,1,11,3
2,3,4,10,11,10,31,9,5,12,6
10,6,4,10,10,15,35,20,1,16,8
12,19,4,30,24,12,66,35,4,34,7
14,8,12,27,16,13,56,34,3,19,2
1,8,2,13,10,10,33,11,5,19,8
8,10,2,21,18,5,44,20,4,22,7
30,8,10,30,20,13,63,48,1,19,3
15,7,5,21,22,8,51,27,1,17,5
18,11,6,24,24,11,59,35,1,24,5
4,9,3,29,20,15,64,16,5,21,8
2,6,1,18,12,14,44,9,5,17,9
6,16,8,27,25,15,67,30,5,30,5
1,15,3,21,15,8,44,19,6,29,7
15,10,0,22,11,15,48,25,2,22,10
3,7,7,28,18,8,54,17,5,17,2
7,9,10,17,18,15,50,26,3,20,4
23,17,11,28,17,15,60,51,1,31,3
27,19,5,29,25,5,59,51,1,35,2
11,5,4,12,15,8,35,20,1,15,5
7,7,11,18,11,13,42,25,4,18,2
9,11,12,19,15,13,47,32,3,23,2
14,2,3,19,12,14,45,19,2,11,8
12,1,6,12,16,9,37,19,1,10,4
7,20,3,20,23,5,48,30,4,36,5
8,17,8,24,18,15,57,33,4,32,5
4,12,2,16,14,9,39,18,4,25,8
9,6,7,14,17,9,40,22,2,17,3
10,4,9,26,22,11,59,23,3,14,2
2,9,5,15,13,11,39,16,5,21,6
10,7,6,17,16,7,40,23,3,18,2
9,8,9,19,18,12,49,26,3,20,3
5,10,5,29,19,6,54,20,5,22,3
4,8,1,12,18,9,39,13,4,19,9
